Major_Category_ko,Sub_Category_ko,Korean,Major_Category_ja,Sub_Category_ja,Japanese,Major_Category_en,Sub_Category_en,English
인요부문,기타(서적),츄파카브라,人妖部門,その他（書籍）,チュパカブラ,Characters,Other (Books),Chupacabra
인요부문,기타(서적),쿠츠츠라,人妖部門,その他（書籍）,沓頬,Characters,Other (Books),Kutsutsura
인요부문,기타(서적),우와바미,人妖部門,その他（書籍）,ウワバミ,Characters,Other (Books),Uwabami (large snake)
인요부문,기타(서적),점쟁이,人妖部門,その他（書籍）,易者,Characters,Other (Books),The Fortune-teller
인요부문,기타(서적),항우울제 아저씨,人妖部門,その他（書籍）,抗鬱薬おじさん,Characters,Other (Books),antidepressant uncle
인요부문,기타(서적),나메에몬,人妖部門,その他（書籍）,なめえもん,Characters,Other (Books),Nameemon
인요부문,기타(서적),소금저택의 주인,人妖部門,その他（書籍）,塩屋敷の旦那,Characters,Other (Books),master of salt mansion
인요부문,기타(서적),예탄정의 점주,人妖部門,その他（書籍）,鯢呑亭の店主,Characters,Other (Books),The owner of the Geidon pub
인요부문,기타(서적),예탄정의 단골,人妖部門,その他（書籍）,鯢呑亭の常連,Characters,Other (Books),Regular customers of the Guidon pub
인요부문,기타(복합),"요정 (메이드 요정, 해바라기 요정 등)",人妖部門,その他（複合）,妖精（メイド妖精・ひまわり妖精 他）,Characters,Other (Mixed),"Fairy (Fairy Maids, Sunflower Fairy etc.)"
인요부문,기타(복합),"유령 (원령, 신령, 바케바케 포함)",人妖部門,その他（複合）,幽霊（怨霊、神霊、化け化け含む）,Characters,Other (Mixed),"Phantom (Vengeful spirit, Divine Spirit, include Bakebake)"
인요부문,기타(복합),털뭉치,人妖部門,その他（複合）,毛玉,Characters,Other (Mixed),Kedama
인요부문,기타(복합),"UFO（빨강, 파랑, 초록, 기타）",人妖部門,その他（複合）,UFO（赤・青・緑、その他）,Characters,Other (Mixed),"Undefined Fantastic Object（Red, Blue, Green etc.)"
인요부문,기타(복합),"토끼 (달 토끼, 영원정의 요괴 토끼 등)",人妖部門,その他（複合）,兎（玉兎、永遠亭の妖怪兎 他）,Characters,Other (Mixed),"Rabbits (Moon Rabbit, Eientei rabbits etc.)"
인요부문,기타(복합),"타누키 (변신 타누키, 노뎃포 등)",人妖部門,その他（複合）,狸（化け狸、野鉄砲他）,Characters,Other (Mixed),"Tanuki (Bake-danuki, Nodeppou etc.)"
인요부문,기타(복합),"키츠네 (요괴 여우, 여우 새끼 등)",人妖部門,その他（複合）,狐（妖怪狐、狐の子他）,Characters,Other (Mixed),"Kitsune (youkai kitsune, little fox etc.)"
인요부문,기타(복합),"까마귀 (지옥 까마귀, 유카리/아야의 사역마 등)",人妖部門,その他（複合）,カラス（地獄鴉、紫・文の使い魔 他）,Characters,Other (Mixed),"Crow, Raven (Hell ravens, Yukari's and Aya's familiar etc.)"
인요부문,기타(복합),갓파 (야마와로/ 포함),人妖部門,その他（複合）,河童（山童含む）,Characters,Other (Mixed),Kappa (include Yamawaro)
인요부문,기타(복합),"텐구 (향림당의 텐구, 대텐구 등)",人妖部門,その他（複合）,天狗（香霖堂の天狗、大天狗 他）,Characters,Other (Mixed),"Tengu (Kourindou Tengu, Great Tengu etc.)"
인요부문,기타(복합),"용 (어린 용, 사악한 용 등)",人妖部門,その他（複合）,龍（子龍、邪龍 他）,Characters,Other (Mixed),"Dragon (small Dragon, Evil Dragon etc.)"
인요부문,기타(복합),"마을 사람 (문화첩, 구문사기, 영나암 등에 등장한 인간)",人妖部門,その他（複合）,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,Characters,Other (Mixed),"Village human (Humans who appeared in Bunkachou, Fumiki Komon, Suzunaan, etc.)"
인요부문,기타(복합),"앨리스의 인형 (상하이, 봉래, 오에도 등)",人妖部門,その他（複合）,アリスの人形（上海、蓬莱、大江戸 他）,Characters,Other (Mixed),"Alice's dolls (Shanghai, Horai, Oedo, etc.)"
인요부문,기타(복합),"카센의 동물 (쿠메, 사오우치, 뇌수, 팽조, 인면견 등)",人妖部門,その他（複合）,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,Characters,Other (Mixed),"Kasen's animals (Kume, Kanda, Raijuu, Houso, Jinmenken etc.)"
인요부문,기타(복합),"신내림으로 불러낸 신령 (아마테라스, 이즈노메 등)",人妖部門,その他（複合）,神降ろしの神霊（天照、伊豆能売 他）,Characters,Other (Mixed),"Haunted spirit (Amaterasu, Izunome, etc.)"
인요부문,기타(복합),"도시전설 괴의 (오키쿠상, 핫샤쿠님 등)",人妖部門,その他（複合）,都市伝説の怪異（お菊さん、八尺さま 他）,Characters,Other (Mixed),"Urban legend (Okiku-san, Hasshaku-sama, etc.)"
인요부문,기타(복합),구작 이름 없는 보스,人妖部門,その他（複合）,旧作名無し中ボス,Characters,Other (Mixed),Old work nameless middle boss
인요부문,기타(복합),C62 서클 컷 소녀,人妖部門,その他（複合）,C62サークルカットの娘,Characters,Other (Mixed),The girl on the C62 circle cut for Comiket catalog
음악부문,동방홍마향,붉음보다 붉은 꿈,音楽部門,東方紅魔郷,赤より紅い夢,Music,Embodiment of Scarlet Devil,A Dream More Scarlet than Red
음악부문,동방홍마향,꽈리처럼 붉은 혼,音楽部門,東方紅魔郷,ほおずきみたいに紅い魂,Music,Embodiment of Scarlet Devil,A Soul as Scarlet as a Ground Cherry
음악부문,동방홍마향,요마야행,音楽部門,東方紅魔郷,妖魔夜行,Music,Embodiment of Scarlet Devil,Apparitions Stalk the Night
음악부문,동방홍마향,루네이트 엘프,音楽部門,東方紅魔郷,ルーネイトエルフ,Music,Embodiment of Scarlet Devil,Lunate Elf
음악부문,동방홍마향,말괄량이 연랑,音楽部門,東方紅魔郷,おてんば恋娘,Music,Embodiment of Scarlet Devil,Tomboyish Girl in Love
음악부문,동방홍마향,상해홍차관 ~ Chinese Tea,音楽部門,東方紅魔郷,上海紅茶館　～ Chinese Tea,Music,Embodiment of Scarlet Devil,Shanghai Scarlet Teahouse ~ Chinese Tea
음악부문,동방홍마향,메이지 17년의 상하이 앨리스,音楽部門,東方紅魔郷,明治十七年の上海アリス,Music,Embodiment of Scarlet Devil,Shanghai Alice of Meiji 17
음악부문,동방홍마향,브와르 마법 도서관,音楽部門,東方紅魔郷,ヴワル魔法図書館,Music,Embodiment of Scarlet Devil,"Voile, the Magic Library"
음악부문,동방홍마향,락드 걸 ~ 소녀밀실,音楽部門,東方紅魔郷,ラクトガール　～ 少女密室,Music,Embodiment of Scarlet Devil,Locked Girl ~ The Girl's Sealed Room
음악부문,동방홍마향,메이드와 피의 회중시계,音楽部門,東方紅魔郷,メイドと血の懐中時計,Music,Embodiment of Scarlet Devil,The Maid and the Pocket Watch of Blood
음악부문,동방홍마향,달시계 ~ 루나 다이얼,音楽部門,東方紅魔郷,月時計　～ ルナ・ダイアル,Music,Embodiment of Scarlet Devil,Lunar Clock ~ Luna Dial
음악부문,동방홍마향,체페슈의 어린 후예,音楽部門,東方紅魔郷,ツェペシュの幼き末裔,Music,Embodiment of Scarlet Devil,The Young Descendant of Tepes
음악부문,동방홍마향,죽은 왕녀를 위한 셉텟,音楽部門,東方紅魔郷,亡き王女の為のセプテット,Music,Embodiment of Scarlet Devil,Septette for a Dead Princess
음악부문,동방홍마향,마법소녀들의 백년제,音楽部門,東方紅魔郷,魔法少女達の百年祭,Music,Embodiment of Scarlet Devil,The Centennial Festival for Magical Girls
음악부문,동방홍마향,U.N.오웬은 그녀인가?,音楽部門,東方紅魔郷,U.N.オーエンは彼女なのか？,Music,Embodiment of Scarlet Devil,U.N. Owen Was Her?
음악부문,동방홍마향,붉음보다 덧없는 영원,音楽部門,東方紅魔郷,紅より儚い永遠,Music,Embodiment of Scarlet Devil,An Eternity More Transient than Scarlet
음악부문,동방홍마향,홍루 ~ Eastern Dream...,音楽部門,東方紅魔郷,紅楼　～ Eastern Dream...,Music,Embodiment of Scarlet Devil,Scarlet Chamber ~ Eastern Dream...
음악부문,동방요요몽,요요몽 ~ Snow or Cherry Petal,音楽部門,東方妖々夢,妖々夢　～ Snow or Cherry Petal,Music,Perfect Cherry Blossom,Ghostly Dream ~ Snow or Cherry Petal
음악부문,동방요요몽,무하유지향 ~ Deep Mountain,音楽部門,東方妖々夢,無何有の郷　～ Deep Mountain,Music,Perfect Cherry Blossom,Paradise ~ Deep Mountain
음악부문,동방요요몽,크리스탈라이즈 실버,音楽部門,東方妖々夢,クリスタライズシルバー,Music,Perfect Cherry Blossom,Crystallized Silver
음악부문,동방요요몽,토오노 환상 이야기,音楽部門,東方妖々夢,遠野幻想物語,Music,Perfect Cherry Blossom,The Fantastic Tales from Tono
음악부문,동방요요몽,댜오예쭝(withered leaf),音楽部門,東方妖々夢,ティアオイエツォン(withered leaf),Music,Perfect Cherry Blossom,Diao Ye Zong (withered leaf)
음악부문,동방요요몽,부쿠레슈티의 인형사,音楽部門,東方妖々夢,ブクレシュティの人形師,Music,Perfect Cherry Blossom,The Doll Maker of Bucuresti
음악부문,동방요요몽,인형재판 ~ 사람의 형상을 가지고 노는 소녀,音楽部門,東方妖々夢,人形裁判　～ 人の形弄びし少女,Music,Perfect Cherry Blossom,Doll Judgement ~ The Girl Who Played with People's Shapes
음악부문,동방요요몽,천공의 꽃의 도시,音楽部門,東方妖々夢,天空の花の都,Music,Perfect Cherry Blossom,The Capital City of Flowers in the Sky
음악부문,동방요요몽,유령악단 ~ Phantom Ensemble,音楽部門,東方妖々夢,幽霊楽団　～ Phantom Ensemble,Music,Perfect Cherry Blossom,Phantom Band ~ Phantom Ensemble
음악부문,동방요요몽,동방요요몽 ~ Ancient Temple,音楽部門,東方妖々夢,東方妖々夢　～ Ancient Temple,Music,Perfect Cherry Blossom,Eastern Ghostly Dream ~ Ancient Temple
음악부문,동방요요몽,"히로아리, 괴조를 쏘다 ~ Till When?",音楽部門,東方妖々夢,広有射怪鳥事　～ Till When?,Music,Perfect Cherry Blossom,Hiroari Shoots a Strange Bird ~ Till When?
음악부문,동방요요몽,얼티밋 트루스,音楽部門,東方妖々夢,アルティメットトゥルース,Music,Perfect Cherry Blossom,Ultimate Truth
음악부문,동방요요몽,"유아하게 피어라, 묵염의 벚꽃 ~ Border of Life",音楽部門,東方妖々夢,幽雅に咲かせ、墨染の桜　～ Border of Life,Music,Perfect Cherry Blossom,"Bloom Nobly, Ink-Black Cherry Blossom ~ Border of Life"
음악부문,동방요요몽,보더 오브 라이프,音楽部門,東方妖々夢,ボーダーオブライフ,Music,Perfect Cherry Blossom,Border of Life
음악부문,동방요요몽,요요발호,音楽部門,東方妖々夢,妖々跋扈,Music,Perfect Cherry Blossom,Spiritual Domination
음악부문,동방요요몽,소녀환장 ~ Necro-Fantasy,音楽部門,東方妖々夢,少女幻葬　～ Necro-Fantasy,Music,Perfect Cherry Blossom,A Maiden's Illusionary Funeral ~ Necro-Fantasy
음악부문,동방요요몽,요요발호 ~ Who done it!,音楽部門,東方妖々夢,妖々跋扈　～ Who done it!,Music,Perfect Cherry Blossom,Spiritual Domination ~ Who done it!
음악부문,동방요요몽,네크로 판타지아,音楽部門,東方妖々夢,ネクロファンタジア,Music,Perfect Cherry Blossom,Necrofantasia
음악부문,동방요요몽,봄바람의 꿈,音楽部門,東方妖々夢,春風の夢,Music,Perfect Cherry Blossom,Dream of a Spring Breeze
음악부문,동방요요몽,사쿠라사쿠라 ~ Japanize Dream...,音楽部門,東方妖々夢,さくらさくら　～ Japanize Dream...,Music,Perfect Cherry Blossom,"Sakura, Sakura ~ Japanize Dream..."
음악부문,동방영야초,영야초 ~ Eastern Night,音楽部門,東方永夜抄,永夜抄　～ Eastern Night.,Music,Imperishable Night,Eternal Night Vignette ~ Eastern Night
음악부문,동방영야초,환시의 밤 ~ Ghostly Eyes,音楽部門,東方永夜抄,幻視の夜　～ Ghostly Eyes,Music,Imperishable Night,Illusionary Night ~ Ghostly Eyes
음악부문,동방영야초,준준추월 ~ Mooned Insect,音楽部門,東方永夜抄,蠢々秋月　～ Mooned Insect,Music,Imperishable Night,Wriggling Autumn Moon ~ Mooned Insect
음악부문,동방영야초,밤참새의 노랫소리 ~ Night Bird,音楽部門,東方永夜抄,夜雀の歌声　～ Night Bird,Music,Imperishable Night,Song of the Night Sparrow ~ Night Bird
음악부문,동방영야초,이젠 노래밖에 들리지 않아,音楽部門,東方永夜抄,もう歌しか聞こえない,Music,Imperishable Night,Deaf to All but the Song
음악부문,동방영야초,그리운 동방의 피 ~ Old World,音楽部門,東方永夜抄,懐かしき東方の血　～ Old World,Music,Imperishable Night,Nostalgic Blood of the East ~ Old World
음악부문,동방영야초,플레인 아시아,音楽部門,東方永夜抄,プレインエイジア,Music,Imperishable Night,Plain Asia
음악부문,동방영야초,영야의 대가 ~ Imperishable Night,音楽部門,東方永夜抄,永夜の報い　～ Imperishable Night,Music,Imperishable Night,Retribution for the Eternal Night ~ Imperishable Night
음악부문,동방영야초,소녀기상곡 ~ Dream Battle,音楽部門,東方永夜抄,少女綺想曲　～ Dream Battle,Music,Imperishable Night,Maiden's Capriccio ~ Dream Battle
음악부문,동방영야초,사랑색 마스터 스파크,音楽部門,東方永夜抄,恋色マスタースパーク,Music,Imperishable Night,Love-Colored Master Spark
음악부문,동방영야초,신데렐라 케이지 ~ Kagome-Kagome,音楽部門,東方永夜抄,シンデレラケージ　～ Kagome-Kagome,Music,Imperishable Night,Cinderella Cage ~ Kagome-Kagome
음악부문,동방영야초,광기의 눈동자 ~ Invisible Full Moon,音楽部門,東方永夜抄,狂気の瞳　～ Invisible Full Moon,Music,Imperishable Night,Lunatic Eyes ~ Invisible Full Moon
음악부문,동방영야초,보이지 1969,音楽部門,東方永夜抄,ヴォヤージュ1969,Music,Imperishable Night,Voyage 1969
음악부문,동방영야초,천년환상향 ~ History of the Moon,音楽部門,東方永夜抄,千年幻想郷　～ History of the Moon,Music,Imperishable Night,Gensokyo Millennium ~ History of the Moon
음악부문,동방영야초,죽취비상 ~ Lunatic Princess,音楽部門,東方永夜抄,竹取飛翔　～ Lunatic Princess,Music,Imperishable Night,Flight of the Bamboo Cutter ~ Lunatic Princess
음악부문,동방영야초,보이지 1970,音楽部門,東方永夜抄,ヴォヤージュ1970,Music,Imperishable Night,Voyage 1970
음악부문,동방영야초,익스텐드 애쉬 ~ 봉래인,音楽部門,東方永夜抄,エクステンドアッシュ　～ 蓬莱人,Music,Imperishable Night,Extend Ash ~ Person of Hourai
음악부문,동방영야초,"달까지 닿아라, 불사의 연기",音楽部門,東方永夜抄,月まで届け、不死の煙,Music,Imperishable Night,"Reach for the Moon, Immortal Smoke"
음악부문,동방영야초,달맞이꽃,音楽部門,東方永夜抄,月見草,Music,Imperishable Night,Evening Primrose
음악부문,동방영야초,Eternal Dream ~ 유현의 단풍나무,音楽部門,東方永夜抄,Eternal Dream　～ 幽玄の槭樹,Music,Imperishable Night,Eternal Dream ~ Mystical Maple
음악부문,동방영야초,동방요괴소정,音楽部門,東方永夜抄,東方妖怪小町,Music,Imperishable Night,Eastern Youkai Beauty
음악부문,동방췌몽상,췌몽상,音楽部門,東方萃夢想,萃夢想,Music,Immaterial and Missing Power,Forgathering Dream
음악부문,동방췌몽상,동방요연담,音楽部門,東方萃夢想,東方妖恋談,Music,Immaterial and Missing Power,Eastern Mystical Tale of Romance
음악부문,동방췌몽상,소녀기상곡 ~ Capriccio,音楽部門,東方萃夢想,少女綺想曲　～ Capriccio,Music,Immaterial and Missing Power,Maiden's Capriccio
음악부문,동방췌몽상,사랑색 매직,音楽部門,東方萃夢想,恋色マジック,Music,Immaterial and Missing Power,Love-Colored Magic
음악부문,동방췌몽상,마녀들의 무도회,音楽部門,東方萃夢想,魔女達の舞踏会,Music,Immaterial and Missing Power,The Witches' Ball
